# x_m, y_m, w_tr_right_m, w_tr_left_m
-3.617272528646317653e+01,1.997937415058544275e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.647890178822446927e+01,1.980399401697646766e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.677897743541821285e+01,1.961857465437763182e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.707445895970441541e+01,1.942609295049615170e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.736728190296707908e+01,1.922940053215708645e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.765938547877336617e+01,1.903134775521822419e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.795270911251829205e+01,1.883478511675595257e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.824919201776900479e+01,1.864256290201879196e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.855042339783733496e+01,1.845702759896418854e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.885483057198552359e+01,1.827597648015109755e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.915916381820608905e+01,1.809479353379177269e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.946015816288463185e+01,1.790884085921824820e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.975454842057892080e+01,1.771348027332542330e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.003906919401883613e+01,1.750407592311477245e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.031025596773374531e+01,1.727716173971125002e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.056411656302158519e+01,1.703237154333188030e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.079657244601745703e+01,1.676984690560508540e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.100354508285646205e+01,1.648972960998710491e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.118095586906439109e+01,1.619216129871562870e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.132473184891033924e+01,1.587728544986989654e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.143368615082241746e+01,1.554620166193817887e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.151420983355402683e+01,1.520251990553049382e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.157392291056787315e+01,1.485025742564718243e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.162044553654524037e+01,1.449343118485143478e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.166139758373027036e+01,1.413605842814360436e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.170417742302129227e+01,1.378201101599391443e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.175200088396616849e+01,1.343242258056886662e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.180435675529829354e+01,1.308598656754837819e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.186060348099992723e+01,1.274131105597960989e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.192009950505333649e+01,1.239700419551897603e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.198220327144078823e+01,1.205167399460434652e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.204580204834590518e+01,1.170418576192985682e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.210755566325943988e+01,1.135462083939869871e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.216346635934536380e+01,1.100341954654935961e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.220953609733046363e+01,1.065102234413888382e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.224176704976942176e+01,1.029786976353363315e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.225609162723743850e+01,9.944442583395810331e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.224458661997636000e+01,9.593467310886854449e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.219352882984939868e+01,9.251047907383094682e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.208873934635578706e+01,8.923558767845266360e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.192652735124734420e+01,8.613599867585405079e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.173023797074111485e+01,8.314040868573664866e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.152734775127801470e+01,8.016257198964733988e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.133649196753966493e+01,7.714417943510464504e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.116320045675753647e+01,7.406833351268695687e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.101194292826846777e+01,7.092148571164332616e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.088718909140935409e+01,6.769008681512980630e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.079340872612633717e+01,6.436059043067424490e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.073472124906380998e+01,6.092386607086144323e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.071225400816134510e+01,5.740855286410812219e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.072561709891424186e+01,5.386243917854159236e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.077440861323829324e+01,5.033346589835758778e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.085822657244003153e+01,4.686957037728731734e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.097666928026310984e+01,4.351869208734074235e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.112917179177052418e+01,4.032693960161298996e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.131378472565722149e+01,3.732484932016902235e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.152785924498179781e+01,3.453509882898912142e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.176874121710606858e+01,3.198030287178463826e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.203377643878253167e+01,2.968307619226677296e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.232031042432653578e+01,2.766602153056737734e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.262556596910571471e+01,2.594664434210332882e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.294645956538350617e+01,2.452972911243057830e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.327986060902622256e+01,2.341810939239572065e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.362263849590021891e+01,2.261461732065944918e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.397166283369972462e+01,2.212208644806831437e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.432380294768178430e+01,2.194334891328309833e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.467592830432202078e+01,2.208123826715030269e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.502490837009609947e+01,2.253858664833071401e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.536761254087032569e+01,2.331822760767082947e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.570091035372965393e+01,2.442299398992436643e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.602167120454041793e+01,2.585571863984489571e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.632677472751614545e+01,2.761815902268458967e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.661327058404302193e+01,2.969409900867981289e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.687834937165202120e+01,3.205245850622502335e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.711920564199437678e+01,3.466170905471710473e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.733303415854921070e+01,3.749032360573878897e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.751702947296781332e+01,4.050677440477984170e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.766843076197328344e+01,4.367965938186800123e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.778520560773441161e+01,4.697964249488475019e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.786591619325921698e+01,5.037907455767268061e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.791028530647135142e+01,5.385059941263206085e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.792708043242103599e+01,5.736879065408523992e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.792936887954132175e+01,6.090914050323001483e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.792819994272934281e+01,6.445103952021862703e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.792597137228780468e+01,6.799036129808692763e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.792279190652479315e+01,7.152734096577383127e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.791877014252982292e+01,7.506221365221822595e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.791401474800171201e+01,7.859521448635904406e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.790863446124851066e+01,8.212657647885649226e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.790273794996905110e+01,8.565653617083535565e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.789643381125282673e+01,8.918532727904862512e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.788983085401722661e+01,9.271318563852821271e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.788303760474247639e+01,9.624034496602728694e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.787616287234594381e+01,9.976704039048462036e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.786931525391712938e+01,1.032935063347463611e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.786260348776415441e+01,1.068199779277514061e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.785613617097649808e+01,1.103466902984385634e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.785002204186226749e+01,1.138738771635610902e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.784436976812027353e+01,1.174017743581506679e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.783928801744929871e+01,1.209306163050534444e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.783488545754813259e+01,1.244606381332084233e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.783127075611560031e+01,1.279920735593684533e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.782855265145978052e+01,1.315251577124726445e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.782683974067018084e+01,1.350601257214598228e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.782624076205490837e+01,1.385972127152689737e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.782686431270344229e+01,1.421366524106531593e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.782853457548130649e+01,1.456783148865170752e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.782884631550091115e+01,1.492192034845519011e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.782434341979730164e+01,1.527549714968058403e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.781156377361566001e+01,1.562812644483046398e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.778704512098271806e+01,1.597937278640744196e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.774732534714367915e+01,1.632880072691412465e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.768751595905695240e+01,1.667477813258977193e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.759158681183119199e+01,1.700632412894017520e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.743826840996663208e+01,1.730806170701545099e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.721409118389961890e+01,1.756913405284561946e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.693853588396181209e+01,1.779781283303973538e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.663973318106561550e+01,1.800740500396436161e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.634205514295598505e+01,1.821239782689389841e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.606123147199115664e+01,1.842999228998253614e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.581171878501327654e+01,1.867750122650134159e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.560536122570788820e+01,1.896114941032347900e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.545051526244252216e+01,1.927236014270291165e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.535443282244607133e+01,1.960175206141374815e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.531122007759213943e+01,1.994338833727138294e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.530473306081230334e+01,2.029401741242671875e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.531855638292372390e+01,2.065045890319597532e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.533627486657141503e+01,2.100953249650465082e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.534147305196319877e+01,2.136805780866896853e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.532065651506499648e+01,2.172317473974894497e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.527201328025197569e+01,2.207330517209147303e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.519665226643878952e+01,2.241719098935005761e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.509568246314940154e+01,2.275357442822468457e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.497021264807985830e+01,2.308119758419676870e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.482135174014484846e+01,2.339880241152913243e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.465020858764970058e+01,2.370513107631244409e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.445789210950910331e+01,2.399892574463740758e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.424551122463767427e+01,2.427892837076686305e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.401417478134082018e+01,2.454388112079147177e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.376499169853315863e+01,2.479252609019266274e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.349907555534257142e+01,2.502361504792467883e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.321771836057519778e+01,2.523626361261816342e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.292243969678193594e+01,2.543005180021041767e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.261477404507414235e+01,2.560458991802459749e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.229625574534453136e+01,2.575948827338385883e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.196841927870443811e+01,2.589435717361132916e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.163279919687445840e+01,2.600880692603016797e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.129092969852875683e+01,2.610244776735422789e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.094434547660653578e+01,2.617489000490666129e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.059458072978193144e+01,2.622574401661989896e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.024317008038487131e+01,2.625462003920778642e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.989164786830808396e+01,2.626112837999348670e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.954138419623350131e+01,2.624528005402639863e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.919257768809662679e+01,2.620994299887774304e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.884491794545438381e+01,2.615922568675181736e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.849809280463137640e+01,2.609724167372185732e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.815178989012436261e+01,2.602810451586106311e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.780569696764869292e+01,2.595592776924267753e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.745953308283559835e+01,2.588442272880926609e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.711324047728506770e+01,2.581443840067544571e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.676685833915360035e+01,2.574558297388561812e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.642042613903483073e+01,2.567745962422456074e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.607398327691311835e+01,2.560967166869557943e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.572756915277283696e+01,2.554182291856708886e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.538120904474014594e+01,2.547364851838864652e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.503489737468105858e+01,2.540516654413875841e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.468862461034129296e+01,2.533643178862719125e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.434238129007586338e+01,2.526749911527303993e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.399615795223977699e+01,2.519842338749540289e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.364994506457875190e+01,2.512925939810404330e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.330373302422921711e+01,2.506006208112735223e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.295751251076477217e+01,2.499088622937511062e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.261127385071253570e+01,2.492178670626640269e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.226500765303683949e+01,2.485281830461103425e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.191870445609266227e+01,2.478403595843736085e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.157235501006290690e+01,2.471549191862069961e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.122595677301308825e+01,2.464720284895373226e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.087951151017549023e+01,2.457915872291713555e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.053302141043813478e+01,2.451134894911725581e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.018648838025185910e+01,2.444376286555115740e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.983991467911398487e+01,2.437638973960663336e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.949330214286608154e+01,2.430921905049931198e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.914665296039616393e+01,2.424224013622625051e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.879996910876437965e+01,2.417544226417524200e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.845325270624946157e+01,2.410881491356191120e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.810650580052084635e+01,2.404234735177404403e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.775973036863868515e+01,2.397602898741799393e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.741292845827240043e+01,2.390984915849082526e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.706610225831002126e+01,2.384379727359889500e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.671925367520241679e+01,2.377786267073926041e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.637238489783759121e+01,2.371203461729968609e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.602549783266639949e+01,2.364630259249584654e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.567859459796757804e+01,2.358065586371548505e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.533167731201985617e+01,2.351508391017425836e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.498474788127408885e+01,2.344957599925994884e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.463780849461829447e+01,2.338412146896960309e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.429086112911261708e+01,2.331870972790958518e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.394390783242650045e+01,2.325333011407695949e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.359695065222938126e+01,2.318797203607808299e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.324999170679998883e+01,2.312262476130071676e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.290303304380775629e+01,2.305727776896051751e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.255607664031283832e+01,2.299192032644526051e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.220912454398466451e+01,2.292654177175198882e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.186217894371126746e+01,2.286113151348708072e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.151524174594348793e+01,2.279567896025688611e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.116831506896007298e+01,2.273017337944917671e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.082140088982115245e+01,2.266460425027959147e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.047450139741475184e+01,2.259896076952661659e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.012761856880102584e+01,2.253323241640590169e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.978075438104010786e+01,2.246740845830520783e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.943391102302003048e+01,2.240147837444019885e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.908709047180093066e+01,2.233543143219863580e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.874029477505225927e+01,2.226925696957757239e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.839352598044343878e+01,2.220294446579267245e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.804678620625321628e+01,2.213648311762241860e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.770007742954171803e+01,2.206986247489173181e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.735340176858769112e+01,2.200307173437910535e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.700676120045127249e+01,2.193610030469089622e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.666015777280190235e+01,2.186893759443345076e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.631359367452760267e+01,2.180157294160383330e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.596707081207923196e+01,2.173399561358982623e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.562059109190763984e+01,2.166619600752783725e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.527415387852920325e+01,2.159817730083598519e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.492775655940017288e+01,2.152995220318663883e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.458139659258606891e+01,2.146153377729861234e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.423507136554311003e+01,2.139293494467216661e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.388877826572754337e+01,2.132416883863541557e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.354251468059560359e+01,2.125524838068860589e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.319627806821281801e+01,2.118618656294128044e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.285006567481683071e+01,2.111699644811226761e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.250387509969175248e+01,2.104769095770180698e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.215770358907523807e+01,2.097828315442873759e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.181154867164209676e+01,2.090878610101188073e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.146540759362999040e+01,2.083921264834220111e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.111927788371372294e+01,2.076957592974780908e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.077315685874024531e+01,2.069988893733824753e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.042704197677508837e+01,2.063016459261377022e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.008093055466519061e+01,2.056041602890248754e+01,1.500000000000000000e+00,1.500000000000000000e+00
-9.734820121085359546e+00,2.049065609709535352e+01,1.500000000000000000e+00,1.500000000000000000e+00
-9.388707992882546094e+00,2.042089785991121431e+01,1.500000000000000000e+00,1.500000000000000000e+00
-9.042591557512981382e+00,2.035115438006887345e+01,1.500000000000000000e+00,1.500000000000000000e+00
-8.696468202432905414e+00,2.028143864967789156e+01,1.500000000000000000e+00,1.500000000000000000e+00
-8.350335385707843727e+00,2.021176359023851887e+01,1.500000000000000000e+00,1.500000000000000000e+00
-8.004190494794018562e+00,2.014214226446955536e+01,1.500000000000000000e+00,1.500000000000000000e+00
-7.658030917147678807e+00,2.007258787630843244e+01,1.500000000000000000e+00,1.500000000000000000e+00
-7.311854322662213690e+00,2.000311800746859703e+01,1.500000000000000000e+00,1.500000000000000000e+00
-6.965658663668185646e+00,1.993375610023466749e+01,1.500000000000000000e+00,1.500000000000000000e+00
-6.619441892496153557e+00,1.986452609115625023e+01,1.500000000000000000e+00,1.500000000000000000e+00
-6.273202102695273119e+00,1.979545163434584154e+01,1.500000000000000000e+00,1.500000000000000000e+00
-5.926937246596096109e+00,1.972655666635307270e+01,1.500000000000000000e+00,1.500000000000000000e+00
-5.580645347138479373e+00,1.965786484129041511e+01,1.500000000000000000e+00,1.500000000000000000e+00
-5.234324356652983568e+00,1.958940009570751428e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.887972227470169351e+00,1.952118615432614490e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.541587053139182650e+00,1.945324681247733167e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.195166715381295042e+00,1.938560586549216325e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.848709307745653785e+00,1.931828717931096406e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.502216595464517468e+00,1.925124831774987655e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.155717034082166528e+00,1.918398167061612725e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.809250447238690995e+00,1.911577980342350003e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.462856870402082787e+00,1.904593471681146966e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.116576197821729899e+00,1.897373827020090076e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.770448464965613811e+00,1.889848239362196836e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.425784533320556768e+00,1.881735323622030620e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.092828751866687043e+00,1.871273794584752181e+01,1.500000000000000000e+00,1.500000000000000000e+00
-7.856560236191302282e-01,1.856067758972015014e+01,1.500000000000000000e+00,1.500000000000000000e+00
-5.151137009028944336e-01,1.834519173188769159e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.799498103798022108e-01,1.808016279443812380e+01,1.500000000000000000e+00,1.500000000000000000e+00
-7.608885438448592664e-02,1.778640208918211130e+01,1.500000000000000000e+00,1.500000000000000000e+00
1.008782230390026097e-01,1.747917301472036300e+01,1.500000000000000000e+00,1.500000000000000000e+00
2.560508248843766932e-01,1.716224300038178896e+01,1.500000000000000000e+00,1.500000000000000000e+00
3.946142856524723075e-01,1.683795232050623980e+01,1.500000000000000000e+00,1.500000000000000000e+00
5.217537986255305071e-01,1.650864103760568824e+01,1.500000000000000000e+00,1.500000000000000000e+00
6.426545570858119838e-01,1.617664928480140674e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.624900331732415992e-01,1.584431168768995590e+01,1.500000000000000000e+00,1.500000000000000000e+00
8.846446714225354446e-01,1.551313130624819081e+01,1.500000000000000000e+00,1.500000000000000000e+00
1.008819865142169592e+00,1.518289885453766885e+01,1.500000000000000000e+00,1.500000000000000000e+00
1.134263201727585546e+00,1.485319406605854908e+01,1.500000000000000000e+00,1.500000000000000000e+00
1.260222127355659305e+00,1.452359674492029029e+01,1.500000000000000000e+00,1.500000000000000000e+00
1.385944229421822271e+00,1.419368669523232285e+01,1.500000000000000000e+00,1.500000000000000000e+00
1.510951200589063959e+00,1.386319108269436562e+01,1.500000000000000000e+00,1.500000000000000000e+00
1.638429638158769297e+00,1.353380876684710010e+01,1.500000000000000000e+00,1.500000000000000000e+00
1.774179459900365741e+00,1.320864457943298120e+01,1.500000000000000000e+00,1.500000000000000000e+00
1.924056717969579333e+00,1.289083350236170311e+01,1.500000000000000000e+00,1.500000000000000000e+00
2.093917535131443408e+00,1.258351044693368870e+01,1.500000000000000000e+00,1.500000000000000000e+00
2.289618104760288819e+00,1.228981046566790702e+01,1.500000000000000000e+00,1.500000000000000000e+00
